sample_id,year,broadcast_abstract,abstract_length,broadcasts_in_year,broadcast_time,id_coder_1,id_coder_2,id_coder_3,geography_coder_1,geography_coder_2,geography_coder_3,news_coder_1,news_coder_2,news_coder_3,news,news_majority,geography,geography_majority
263032,2001,"(Studio: Jane Clayson) .(New York: Byron Pitts) The observance of Memorial Day featured; scenes shown from the new movie """"""""Pearl Harbor""""""""; scenes shown of ceremonies and celebrations nationwide. [VETERAN - says he still thinks about the war.] [On the USS Intrepid, United States Navy veteran Derek NORDBYE - says men he knew died in the Persian Gulf.] [WOMAN - thanks a veteran] [US Air Force veteran Abraham BOSCH - says it is a time to reflect.] [Veteran's wife Fe BOSCH - talks about seeing the movie.](Studio: Jane Clayson) .(Mesa, Arizona: John Roberts) President Bush's Memorial Day activities noted; scenes shown of Bush the signing of a bill to block legal action against the construction of the World War II memorial; details given of his plans to go to California noted. [At Arlington National Cemetery, BUSH - addresses veterans; says he will make sure the World War II memorial is built.] [California Governor Gray DAVIS - says he blames Bush for not giving California relief from the energy crunch.] [Political analyst Sherry Bebitch JEFFE - says Bush must prove he feels California's pain.]",1104,12546,270,45311784,45449661,45660870,local,international,local,soft,hard,soft,NA,soft,NA,local
267637,2001,NOTE: Special Broadcast: United States Crew Homecoming,54,12546,83210,45526903,45602918,45570826,national,not_clear,national,hard,not_clear,soft,NA,NA,NA,national
269378,2001,(Studio: Randall Pinkston) .(London: Elizabeth Palmer) The arrest of illegal immigrants trying to cross from France into Britain through the tunnel in the English Channel featured; scenes shown of the asylum seekers. [Anonymous IMMIGRANT - comments.] [Tunnel operator Bill HICKS - says France must move the illegal immigrant camp away from the tunnel.] [IMMIGRANT - outlines living conditions.],394,12546,120,45602918,45526903,45570826,international,national,international,hard,hard,hard,hard,hard,NA,international
256858,2001,"(Studio: Peter Jennings) The long career of film director Stanley Kramer, who died, reviewed; many film clips shown.",116,12546,100,45602918,45252614,45544389,national,local,national,hard,soft,soft,NA,soft,NA,national
241479,2001,"(Studio: Wolf Blitzer) Live discussion held with former United States arms control director Ken Adelman, former United States ambassador to NATO (North Atlantic Treaty Organization) Robert Hunter and former national security adviser Brent Scowcroft about the coalition for the war in Afghanistan. [HUNTER - comments on the need for political support of the military campaign.] [ADELMAN - says we don't need a tight coalition like in the Persian Gulf war; suggests we have to go after other countries to get the international terrorists on the run.] [SCOWCROFT - says this war is more of an intelligence operation than a military operation so we need to rely on our allies; affirms the basic objective is the terrorist networks, not the Taliban.]",745,12546,550,45169489,44319757,45311784,international,international,international,hard,hard,hard,hard,hard,international,international
265580,2001,(Studio: Bob Schieffer) .(Studio: Anthony Mason) Job cuts at Nortel Networks and other high-tech companies reported. [Nortel CEO John ROTH - says it is a tough period.] [Prudential Securities Larry WACHTEL - says the whole dot-com equipment sector has been hit.] [John Hancock Bill CHENEY - says the manufacturing sector has hit bottom.]NOTE: Incorrect date (june 16) on the time/date for entire broadcast.,406,12546,100,45449548,45598862,45438099,national,national,not_clear,hard,hard,soft,NA,hard,NA,national
267978,2001,"(Studio: Tom Brokaw) .(Hainan: Kevin Tibbles) The agreement ending the stalemate between the US and China over a downed American spy plane and its 24 crew members held on Hainan Island, China, featured; details given of the plans to bring the crew members home; scenes shown from Guam of the Continental Airlines jet taking off on its flight to China to retrieve the crew. [Hainan Island director of foreign affairs CHEN Ci - says the Americans said they were """"""""very sorry"""""""".] [Brigadier General Neal SEALOCK - says the crew members will be allowed to call their families.](Studio: Tom Brokaw) .(Beijing: Ned Colt) The response in China to the release of the crew members without a full apology reported. [Political analyst JIA Qingguo - says the standoff will affect US-China relations.](Studio: Tom Brokaw) .(Pentagon: Jim Miklaszewski) The agreement the United States sent to China to gain the crew members' release examined; photograph shown of Chinese pilot Wang Wei. [Secretary of State Colin POWELL - says there was no apology.] [Military analyst Ken ALLARD - says the Chinese will know what we can see and adjust their activities.] [Intelligence Committee Chairman Representative Porter GOSS - says air reconnaissance is critical to United States security.](Studio: Tom Brokaw) .(Greenville, North Carolina: Campbell Brown) The timeline of events leading to the end of the standoff reported. [With crewman's parents, BUSH - comments.] [At White House, BUSH - expresses sorrow for the loss of the Chinese pilot.]",1519,12546,550,45602918,45570826,45601404,international,international,international,hard,hard,hard,hard,hard,international,international
255846,2001,(Studio: Peter Jennings) The crackdown by Afghanistan's Taliban on barbers for offending Islam with Leonardo di Caprio-style haircuts reported.,143,12546,86360,45173522,45236911,45602918,international,international,international,soft,hard,hard,NA,hard,international,international
266712,2001,"(Studio: Wolf Blitzer) .(Syracuse, New York: Jason Carroll) The incident in Syracuse, New York, in which a Vietnamese father stabbed three of his children to death featured; scenes shown of the house. [Spokeswoman Judy HOWLEY, neighbor Thaeron ROBINSON, MAN, neighbor William BROOKS - comment.]",294,12546,85820,43487092,45489390,45252614,local,national,local,hard,hard,hard,hard,hard,NA,local
261940,2001,"(Studio: John Roberts) .(Bensalem, Pennsylvania: Cynthia Bowers) Deaths and fraud linked to the painkiller OxyContin examined; details given of the robbery of a Portsmouth, New Hampshire, pharmacy for OxyContin and of other reports of violence by OxyContin abusers. [Representative Jim GREENWOOD - says OxyContin can be used to relieve pain or to kill.] [Pharmacist Ron HYMAN - says his pharmacy has been vandalized by OxyContin abusers.] [Purdue Pharma Dr. Paul GOLDENHEIM - says not every oxycodone overdose can be blamed on OxyContin.]",538,12546,130,45454762,45311784,45455884,local,local,national,hard,hard,hard,hard,hard,NA,local
268669,2001,(Studio: Peter Jennings; Pentagon: John McWethy) The specific guidelines for the military to shoot down a hijacked plane and the pressure on President Bush's administration to come up with a plan for Afghanistan discussed.,222,12546,86130,43650017,45298848,45590724,international,international,international,hard,hard,hard,hard,hard,international,international
255372,2001,(Studio: John Seigenthaler) President Bush's outline of his budget reported.,76,12546,85820,45661084,45596949,45598470,national,national,national,hard,soft,hard,NA,hard,national,national
261083,2001,(Studio: Stephen Frazier) .(New York: Brian Palmer) An American Society of Civil Engineers report showing that the nation's infrastructure is in poor shape reported. [INSPECTOR - says the New York Port Authority has an excellent inspection system.] [Civil engineer Bud GRIFFIThigh school - says the report is meant to get attention.] [MAN - says citizens need to get alarmed.],376,12546,120,45590724,45602918,45349038,national,national,national,soft,hard,hard,NA,hard,national,national
267270,2001,(Studio: Thalia Assuras) .(New York: Randall Pinkston) The job market for college graduates due to the economic slowdown examined; details given of the rescission and delay of new hirings and of layoffs. [Columbia University senior Sandra CAPEL - says her job offer was rescinded.] [Moe Ginsburg Men's Clothing president Paul GINSBURG - comments on layoffs.] [Bank One Corporation Diane SWONK - cites a transition quarter for the economy.],439,12546,130,45573244,44761816,45598776,national,national,national,soft,hard,hard,NA,hard,national,national
267470,2001,"(Studio: Stephen Frazier) .(Cincinnati, Ohio: Brian Palmer) The search for healing in Cincinnati, Ohio, after the police shooting death of black man Timothy Thomas and the resulting protests and violence featured; scenes shown from an African- American church in Cincinnati, Ohio. [Pastor Reverend Damon LYNCH III, civil rights activist Reverend Al SHARPTON - preach.] [On the streets, four PEOPLE - express views.] [Archbishop of Cincinnati Daniel PILARCZYK - says he hopes for new life for the community.]",507,12546,150,45353462,45590724,45631162,national,local,national,hard,hard,hard,hard,hard,NA,national
234604,2001,(Studio: Wolf Blitzer) Interview with Vice President Dick Cheney's wife Lynne Cheney†presented. [CHENEY - talks about the progress President Bush’s administration has made; comments on Dick Cheney’s health; talks about Cheney's role in the Gulf War; mentions Secretary of Defense Donald Rumsfeld’s leadership; recounts the events of September 11; says she is not thinking about the 2004 presidential election; talks about her work on a children's book about American History.],476,12546,610,45449548,45598862,45438099,national,national,national,soft,hard,hard,NA,hard,national,national
